Dish Name,Ingredient Name,Actual Ing,Quantity,Price,Amount
Masala Karela Recipe
,baby corn,1/4 cup Baby corn - cut into 1 inch diagonals,0,0
,onion,2 Onions - finely chopped,0,0
,turmeric powder,1/4 teaspoon Turmeric powder (Haldi),0,0
,salt,Salt - to taste,0,0
,green chilli,1 Green Chilli,0,0
,cardamom (elaichi) podsseeds,,0,0
,coriander seeds,1 teaspoon Coriander seeds,0,0
,garam masala powder,1 teaspoon Garam masala powder,0,0
,cinnamon powder (dalchini),1 inch Cinnamon Powder (Dalchini),0,0
,green beans (french beans),1/4 cup Green beans (French Beans) - cut into 1 inch diagonals,0,0
,black pepper corns,1/2 teaspoon Whole Black Pepper Corns,0,0
,butter,1 tablespoon Butter,0,0
,cauliflower (gobi) florets,,0,0
,cashew nuts,6 Cashew nuts,0,0
,ginger,1 inch Ginger,0,0
,green bell pepper (capsicum),1/4 cup Green Bell Pepper (Capsicum) - cut into 1 inch diagonals,0,0
,cloves (laung),2 Cloves (Laung),0,0


How to make Egg Free Mayonnaise Recipe
,salt,Salt - to taste,0,0
,mustard sauce,1 tablespoon Mustard sauce,0,0
,cloves garlic,,0,0
,virgin olive oil,1 teaspoon Extra Virgin Olive Oil,0,0
,lemon,1/2 teaspoon Lemon juice,0,0
,black pepper powder,1/4 teaspoon Black pepper powder,0,0


Sindhi Style Besan Tikki Ki Sabzi Recipe
,tomato,2 Tomatoes - finely chopped,0,0
,salt,Salt - as per your taste,0,0
,coriander (dhania) leaves,Coriander (Dhania) Leaves - for garnish,0,0
,anardana powder (pomegranate seed powder),1/4 teaspoon Anardana Powder (Pomegranate Seed Powder),0,0
,sunflower oil the besan tikkis,,0,0
,red chilli powder,1/4 teaspoon Red Chilli powder,0,0
,gram flour (besan),1 cup Gram flour (besan),0,0
,poppy seeds,1 teaspoon Poppy seeds,0,0
,cumin seeds (jeera),1/4 teaspoon Cumin seeds (Jeera),0,0
,onion,1 Onion - finely chopped,0,0
,kasuri methi (dried fenugreek leaves),1/2 teaspoon Kasuri Methi (Dried Fenugreek Leaves),0,0
,coriander powder,1 teaspoon Coriander Powder (Dhania),0,0
,turmeric powder,1/3 teaspoon Turmeric powder (Haldi),0,0
,green chillies,2 Green Chillies - finely chopped,0,0
,garam masala powder,1/4 teaspoon Garam masala powder,0,0
,sunflower oil,2 teaspoons Sunflower Oil,0,0


"Turmeric, Ginger And Chilli Pickle Recipe"
,salt,Salt - to taste,0,0
,ginger,50 grams Ginger,0,0
,mustard powder,1 tablespoon Mustard powder,0,0
,turmeric root,150 grams Fresh turmeric root,0,0
,lemon,50 ml Lemon juice,0,0
,green chillies,4 Green Chillies,0,0
,sunflower oil,Sunflower Oil - as required,0,0


Spicy Matar Masala Recipe
,tomato,3/4 cup Homemade tomato puree,0,0
,salt,Salt - as required,0,0
,mustard seeds,1 teaspoon Mustard seeds,0,0
,cardamom (elaichi) podsseeds,,0,0
,green peas (matar),1 cup Green peas (Matar) - boiled,0,0
,red chilli powder,1 teaspoon Red Chilli powder,0,0
,curry leaves,3 to 4 Curry leaves,0,0
,ginger garlic paste,1 tablespoon Ginger Garlic Paste,0,0
,onion paste,,0,0
,onion,1 Onion - finely chopped,0,0
,cumin seeds (jeera),1/2 teaspoon Cumin seeds (Jeera),0,0
,bay leaf (tej patta) two piece,,0,0
,cloves (laung),2 to 3 Cloves (Laung),0,0
,coriander powder,1-1/2 teaspoon Coriander Powder (Dhania),0,0
,turmeric powder,1 teaspoon Turmeric powder (Haldi),0,0
,green chillies,2 Green Chillies - finely chopped,0,0


Andhra Style Davva Aava koora Recipe (Sweet and Spicy Banana Stem Peanut Curry Recipe)
,tomato,1 cup Tomato - cut into small pieces,0,0
,salt,Salt - to taste,0,0
,banana stem butter milk,,0,0
,chana dal (bengal gram dal),1 teaspoon Chana dal (Bengal Gram Dal),0,0
,bay leaf (tej patta),1 Bay leaf (tej patta) - torn,0,0
,mustard seeds,1 teaspoon Mustard seeds,0,0
,red chilli powder,1/2 teaspoon Red Chilli powder,0,0
,cloves garlic,3 cloves Garlic - smashed,0,0
,dry red chilli,1 Dry Red Chilli,0,0
,pearl onion (sambar onion),,0,0
,sugar,1 teaspoon Sugar,0,0
,curry leaves,1 sprig Curry leaves - roughly torn,0,0
,white urad dal (split),1 teaspoon White Urad Dal (Split),0,0
,methi seeds (fenugreek seeds),1/2 teaspoon Methi Seeds (Fenugreek Seeds),0,0
,peanuts (moongphali),1 cup Raw Peanuts (Moongphali),0,0
,coriander (dhania) leaves,2 sprig Coriander (Dhania) Leaves,0,0
,turmeric powder,1/2 teaspoon Turmeric powder (Haldi),0,0
,sambar powder,1 teaspoon Sambar Powder,0,0
,sunflower oil,1 teaspoon Sunflower Oil,0,0


"Broccoli, Carrot And Capsicum Sabzi Recipe"
,tomato,1 Tomatoes - chopped,0,0
,salt,Salt - to taste,0,0
,ginger,1 inch Ginger - chopped,0,0
,green chilli,1 Green Chilli - slit,0,0
,mustard seeds,1 teaspoon Mustard seeds,0,0
,asafoetida (hing),1 pinch Asafoetida (hing),0,0
,cloves garlic,4 cloves Garlic - chopped,0,0
,carrot,2 Carrots (Gajjar) - sliced,0,0
,curry leaves,1 sprig Curry leaves,0,0
,onion,1 Onion - chopped,0,0
,black pepper powder,1 teaspoon Black pepper powder,0,0
,green bell pepper (capsicum),1 Green Bell Pepper (Capsicum) - chopped,0,0
,broccolis,,0,0
,sunflower oil,Sunflower Oil,0,0


"Mushroom, Spinach & Herbs Frittata with Egg White Recipe"
,salt,Salt and Pepper - to taste,0,0
,basil leaves,1 sprig Basil leaves - for garnish,0,0
,red chilli flakes,1 teaspoon Red Chilli flakes,0,0
,eggs,,0,0
,spinach sweated,,0,0
,onion,1 Onion - caramelized,0,0
,button mushrooms shopped,,0,0
,pepper,Salt and Pepper - to taste,0,0
,dried oregano,1 teaspoon Dried oregano,0,0


Spinach Hummus Recipe
,salt,1 teaspoon Salt,0,0
,tahini,2 tablespoon Tahini,0,0
,spinach,1 cup Spinach,0,0
,cloves garlic,4 cloves Garlic,0,0
,virgin olive oil,2 tablespoon Extra Virgin Olive Oil,0,0
,kabuli chana (white chickpeas),1/2 cup Kabuli Chana (White Chickpeas) - soaked overnight and cooked,0,0
,coriander (dhania) leaves,5 sprig Coriander (Dhania) Leaves,0,0
,cumin seeds (jeera),1 tablespoon Cumin seeds (Jeera),0,0
,lemon,1 Lemon juice,0,0


Pinto Bean Salsa Salad Recipe
,tomato,1 Tomato - chopped,0,0
,adobo sauce,1 tablespoon Adobo Sauce,0,0
,coriander (dhania) leaves,Coriander (Dhania) Leaves - Handful,0,0
,avocado,1 Avocado - peeled,0,0
,chipotle peppers,1 Chipotle peppers - chopped,0,0
,onion,1 Onion - chopped,0,0
,lemon,2 tablespoons Lemon juice,0,0
,pinto beans,1 cup Pinto Beans - soaked in water overnight,0,0


Chicken Momos Recipe -Delicious Steamed Chicken Dumplings
,salt,Salt - to taste,0,0
,baking powder,1-1/2 teaspoon Baking powder,0,0
,ginger,1/2 tablespoon Ginger - finely chopped,0,0
,green peas (matar),1/2 cup Green peas (Matar) - boiled,0,0
,soy sauce,1/2 tablespoon Soy sauce,0,0
,black peppercorns,1/4 tablespoon Whole Black Peppercorns - crushed,0,0
,onion,1/2 cup Onions - finely chopped,0,0
,chicken,1 cup Chicken - boiled and minced,0,0
,garlic,1 tablespoon Garlic - finely chopped,0,0
,red chillies green chilli,,0,0
,flour (maida),2 cups All Purpose Flour (Maida),0,0


Broccoli Egg Bhurji Recipe
,tomato,2 Tomatoes - finely chopped,0,0
,garlic cloves,,0,0
,salt,Salt - to taste,0,0
,eggs,,0,0
,coriander (dhania) leaves,2 tablespoon Coriander (Dhania) Leaves - finely chopped,0,0
,red chilli powder,2 teaspoon Red Chilli powder,0,0
,onion,2 Onion - finely chopped,0,0
,broccoli florets,,0,0
,turmeric powder,1 teaspoon Turmeric powder (Haldi),0,0
,sunflower oil,2 tablespoon Sunflower Oil,0,0


Avocado And Almond Salad Recipe With Feta Cheese
,cherry tomato large tomato,,0,0
,salt,Salt - to taste,0,0
,black pepper powder,Black pepper powder - freshly crushed,0,0
,avocado fully ripe,,0,0
,badam (almond) (preferably ),,0,0
,salad leaves lettuce,,0,0
,lemon,2 teaspoons Lemon juice,0,0
,black olives,4 Black olives,0,0
,feta cheese,1/4 cup Feta Cheese - crumbled,0,0
,virgin olive oil ( virgin),,0,0


Masala Akki Roti With Spinach Recipe - sarvapindi
,green chillies,10 Green Chillies - minced,0,0
,spring onion greens,1 cup Spring Onion Greens - finely chopped (optional),0,0
,salt,Salt - to taste,0,0
,coriander (dhania) leaves,1/2 cup Coriander (Dhania) Leaves - chopped,0,0
,water,2 cups Water,0,0
,curry leaves,Curry leaves - few,0,0
,sesame seeds (til seeds),2 tablespoon Sesame seeds (Til seeds),0,0
,rice flour,3 cups Rice flour,0,0
,spinach leaves (palak),1 cup Spinach Leaves (Palak) - chopped,0,0
,sunflower oil pan,,0,0


Spinach Khandvi Recipe - Savory Gram Flour Pinwheels With Spinach
,salt,Salt - to taste,0,0
,asafoetida (hing),1/4 teaspoon Asafoetida (hing),0,0
,mustard seeds,1/2 teaspoon Mustard seeds,0,0
,coconut,2 tablespoons Fresh coconut - grated,0,0
,coriander (dhania) leaves,2 tablespoons Coriander (Dhania) Leaves - chopped,0,0
,water,1-1/4 cups Water,0,0
,gram flour (besan),1 cup Gram flour (besan),0,0
,curd,1 cup Curd (Dahi / Yogurt),0,0
,sugar,1/4 teaspoon Sugar,0,0
,curry leaves,6 Curry leaves,0,0
,sesame seeds (til seeds),1 teaspoon Sesame seeds (Til seeds),0,0
,cumin seeds (jeera),1/2 teaspoon Cumin seeds (Jeera),0,0
,turmeric powder,1/2 teaspoon Turmeric powder (Haldi),0,0
,spinach leaves (palak),100 grams Spinach Leaves (Palak) - roughly chopped,0,0
,sunflower oil,2 teaspoons Sunflower Oil,0,0


Spiked Onion Casserole Recipe - Onion Casserole Recipe
,tomato,1 Tomato - finely chopped,0,0
,green chillies,3 Green Chillies - slit,0,0
,salt,Salt - to taste,0,0
,ginger,2 inch Ginger - finely chopped,0,0
,bay leaves (tej patta),2 Bay leaves (tej patta),0,0
,rice,1 cup Rice,0,0
,ghee,2 tablespoons Ghee,0,0
,cinnamon stick,1 inch Cinnamon stick,0,0
,cloves garlic,6 cloves Garlic - finely chopped,0,0
,mint leaves (pudina) loosely packed,,0,0
,onion,2 Onions - thinly sliced,0,0
,cloves (laung),2 Cloves (Laung),0,0


Kashmiri Methi T Golemach Recipe-Minced Chicken Balls With Fenugreek Leaves
,salt,Salt - to taste,0,0
,methi leaves (fenugreek leaves) (fo rchicken bs),,0,0
,bay leaf (tej patta),1 Bay leaf (tej patta),0,0
,cloves garlic,3 cloves Garlic - minced,0,0
,water,5 cups Water,0,0
,dry red chillies,3 Dry Red Chillies,0,0
,onion,1 Onion - finely chopped,0,0
,chicken,1/2 cup Methi Leaves (Fenugreek Leaves) - finely chopped/minced (fo rchicken balls),0,0
,cinnamon stick (dalchini),1 inch Cinnamon Stick (Dalchini),0,0
,methi leaves (fenugreek leaves),1/2 cup Methi Leaves (Fenugreek Leaves) - finely chopped/minced (fo rchicken balls),0,0
,black pepper powder,1/4 teaspoon Black pepper powder,0,0
,garlic,3 cloves Garlic - minced,0,0
,mint leaves (pudina),10 Mint Leaves (Pudina) - finely chopped,0,0
,green chillies,2 Green Chillies - minced,0,0
,garam masala powder,1/2 tablespoon Garam masala powder,0,0
,sunflower oil,1 tablespoon Sunflower Oil,0,0


Carrot Cake Pancakes Recipe
,pumpkin pie spice,1 teaspoon Pumpkin pie spice,0,0
,baking powder,1 teaspoon Baking powder,0,0
,pineapple,1/2 cup Pineapple - crushed,0,0
,salt,1 pinch Salt,0,0
,butter greasing the pan,,0,0
,eggs,,0,0
,milk,2 cups Milk - or as required,0,0
,wheat flour multigrain flour,,0,0
,carrot,1 cup Carrots (Gajjar) - grated finely,0,0
,baking soda,1/2 teaspoon Baking soda,0,0
,curd,1/2 cup Curd (Dahi / Yogurt) - whisked,0,0
,brown sugar (demerara sugar),1/2 cup Brown Sugar (Demerara Sugar),0,0
,butter,2 tablespoons Butter - melted,0,0


Oats Cheela Recipe Stuffed With Creamy Palak Paneer
,salt,Salt - to taste,0,0
,wheat flour,1 cup Whole Wheat Flour,0,0
,cumin powder (jeera),1 teaspoon Cumin powder (Jeera),0,0
,spinach,200 grams Spinach - finely chopped,0,0
,paneer,100 grams Paneer (Homemade Cottage Cheese) - grated,0,0
,red chilli powder,1/2 teaspoon Red Chilli powder,0,0
,nutralite classic,Nutralite Classic Spread - for cooking,0,0
,eggsless mayonnaise,,0,0
,instant oats (oatmeal),40 grams Instant Oats (Oatmeal),0,0


Eggless Lemon Pound Cake Recipe
,salt,1/2 cup Butter (unsalted),0,0
,baking powder,2 teaspoons Baking powder,0,0
,milk,1/2 cup Milk,0,0
,flax seed powder (flax meal),2 tablespoons Flax seed powder (flax meal),0,0
,water,6 tablespoons Water,0,0
,vanilla,1 teaspoons Vanilla Extract,0,0
,lemon,1 tablespoon Lemon zest,0,0
,caster sugar,3/4 cup Caster Sugar,0,0
,lemon,1 tablespoon Lemon zest,0,0
,flour (maida),1-1/2 cups All Purpose Flour (Maida),0,0
,butter,1/2 cup Butter (unsalted),0,0


Vegan Mango Lassi Recipe
,salt,1 pinch Salt,0,0
,almond milk (badam milk,2-3 cups Almond Milk (Badam Milk),0,0
,mango (ripe),1 Mango (Ripe) - cut into small pieces,0,0
,pistachios,4 Pistachios - chopped finely,0,0
,saffron strands,1 pinch Saffron strands,0,0
,rose water,1/4 teaspoon Rose water - (optional),0,0
,maple syrup,1 tablespoon Maple syrup,0,0
,vanilla,1 teaspoon Vanilla Extract,0,0


Puli Inji Recipe - Tamarind and Ginger Chutney
,tamarind water from tamarind,,0,0
,salt,Salt - to taste,0,0
,ginger,2 tablespoons Ginger - chopped,0,0
,asafoetida (hing),1/4 teaspoon Asafoetida (hing),0,0
,mustard seeds,1/4 teaspoon Mustard seeds,0,0
,jaggery,3 tablespoons Jaggery,0,0
,red chilli powder,1/4 teaspoon Red Chilli powder,0,0
,sesame (gingelly) oil,1 tablespoon Sesame (Gingelly) Oil,0,0
,curry leaves,3 sprig Curry leaves - finely chopped,0,0
,methi seeds (fenugreek seeds),1/4 teaspoon Methi Seeds (Fenugreek Seeds),0,0
,turmeric powder,1/4 teaspoon Turmeric powder (Haldi),0,0
,green chillies,2 tablespoons Green Chillies - chopped,0,0


Tandoori Mayonnaise Chicken Cigar Recipe
,salt,Salt - to taste,0,0
,corn flour,1 tablespoon Corn flour,0,0
,sunflower oil,Sunflower Oil - for deep frying,0,0
,del monte tandoori mayo,4 tablespoon Del Monte Tandoori Mayo,0,0
,black pepper powder,1 teaspoon Black pepper powder,0,0
,gram boneless chicken,250 gram Boneless chicken,0,0
,tortillas,6 Tortillas,0,0


Russian Radish Cucumber Salad Recipe
,salt,Sea salt - to taste,0,0
,red radish,1 Red Radish,0,0
,dill leaves,1/2 teaspoon Dill leaves,0,0
,eggs,,0,0
,almond oil (badam oil),1 teaspoon Almond Oil (Badam Oil),0,0
,curd,1 Cup Curd (Dahi / Yogurt),0,0
,garlic,5 Garlic,0,0
,chives,1/2 teaspoon Chives - fresh,0,0
,cucumber,1 Cucumber,0,0
,mooli mullangi (radish),,0,0


Egg Pakora Recipe - Egg Fritters
,salt,Salt - as required,0,0
,rice flour,3 tablespoons Rice flour - optional,0,0
,red chilli powder,1-2 teaspoons Red Chilli powder,0,0
,water,Water - as needed,0,0
,gram flour (besan),1/2 cup Gram flour (besan),0,0
,eggs,4-5 Whole Eggs,0,0
,turmeric powder,1/2 teaspoon Turmeric powder (Haldi),0,0
,sunflower oil,Sunflower Oil - as required,0,0


Soya Keema Aloo Paratha Recipe
,salt,Salt - to taste,0,0
,wheat flour,1-1/2 cups Whole Wheat Flour,0,0
,amchur (dry mango powder),1 teaspoon Amchur (Dry Mango Powder),0,0
,jowar flour (sorghum),1/4 cup Jowar Flour (Sorghum),0,0
,mint leaves (pudina),Mint Leaves (Pudina) - small bunch,0,0
,ghee,Ghee - as needed,0,0
,red chilli powder,1/2 teaspoon Red Chilli powder,0,0
,onion,1 Onion - finely chopped,0,0
,soy (nuggets),,0,0
,bajra flour ( pearl millet),1/4 cup Bajra Flour ( Pearl Millet),0,0
,potato (aloo),,0,0
,green chillies,2 Green Chillies - finely chopped,0,0
,garam masala powder,1 teaspoon Garam masala powder,0,0
,sunflower oil,1 teaspoon Sunflower Oil,0,0


Curd Rice With Carrots Recipe
,cashew nuts,4 Cashew nuts - broken and roasted,0,0
,salt,Salt - as needed,0,0
,hung curd (greek yogurt),1 cup Hung Curd (Greek Yogurt),0,0
,coriander (dhania) leaves,Coriander (Dhania) Leaves - Few sprigs,0,0
,ginger,1/2 teaspoon Ginger - grated,0,0
,chana dal (bengal gram dal),1 teaspoon Chana dal (Bengal Gram Dal),0,0
,rice (raw rice preferred),,0,0
,asafoetida (hing),Asafoetida (hing) - a pinch,0,0
,mustard seeds,1/2 teaspoon Mustard seeds,0,0
,milk,1/4 cup Milk - (optional),0,0
,carrot,1 Carrot (Gajjar) - peeled and grated,0,0
,dry red chilli,1 Dry Red Chilli - slit,0,0
,curry leaves,1 sprig Curry leaves,0,0
,black urad dal (split),1/2 teaspoon Black Urad Dal (Split),0,0
,cumin seeds (jeera),1/2 teaspoon Cumin seeds (Jeera),0,0
,peanuts (moongphali),3/4 tablespoon Raw Peanuts (Moongphali) - roasted,0,0
,green chillies,2 Green Chillies - finely chopped (adjust according to your taste),0,0
,sunflower oil,Sunflower Oil - as needed,0,0


No-Bake Strawberry Cream Cheese Dessert Recipe
,britannia,1 Britannia Cream Cheese - (I used Philadelphia) softened,0,0
,corn flour,1 tablespoon Corn flour,0,0
,cheese philadelphia),,0,0
,water,1/4 cup Water,0,0
,strawberries,2 cups Strawberries,0,0
,sugar,1 tablespoon Sugar - powdered,0,0
,vanilla custard,1 teaspoon Vanilla custard,0,0
,lemon,1/3 cup Lemon juice,0,0
,lemon,1/3 cup Lemon juice,0,0
,condensed milk sweetened,,0,0
,marie biscuit graham crackers,,0,0
,butter,2 tablespoon Butter - melted,0,0


Eggless Mango Muffins Recipe
,salt,1 pinch Salt,0,0
,baking powder,2 teaspoon Baking powder,0,0
,mango pulp (puree),1/2 cup Mango Pulp (Puree),0,0
,flaxmeal eggs replacer,,0,0
,vanilla,1 teaspoon Vanilla Extract,0,0
,caster sugar,1/2 cup Caster Sugar,0,0
,flour (maida),1 1/2 cups All Purpose Flour (Maida),0,0
,sunflower oil,1/3 cup Sunflower Oil,0,0


Hyderabadi Khatti Dal Recipe (Hyderabadi Tangy Lentil Curry)
,tomato,1 Tomato - finely chopped,0,0
,arhar dal (split toor dal),1 cup Arhar dal (Split Toor Dal),0,0
,ginger,1/2 teaspoon Ginger - grated,0,0
,tamarind water,2-1/2 Tamarind Water,0,0
,mustard seeds,1 teaspoon Mustard seeds,0,0
,coriander (dhania) leaves,Coriander (Dhania) Leaves - few,0,0
,red chilli powder,1/2 teaspoon Red Chilli powder,0,0
,cloves garlic,3 cloves Garlic - sliced,0,0
,curry leaves,1 sprig Curry leaves,0,0
,dry red chillies,2 Dry Red Chillies,0,0
,garlic,1 teaspoon Garlic - crushed,0,0
,cumin seeds (jeera),1 teaspoon Cumin seeds (Jeera),0,0
,turmeric powder,1/2 teaspoon Turmeric powder (Haldi),0,0
,green chillies,3/4 teaspoon Green Chillies - chopped,0,0
,sunflower oil,1 teaspoon Sunflower Oil,0,0


North Arcot Special Thavalai Dosai Recipe
,salt,Salt - to taste,0,0
,rice,1 cup Rice - raw,0,0
,asafoetida (hing),1/2 teaspoon Asafoetida (hing),0,0
,sesame (gingelly) oil grease the pan,,0,0
,curd,1 cup Curd (Dahi / Yogurt),0,0
,dry red chillies ground paste,,0,0
,white urad dal,1/2 cup White Urad Dal (Whole),0,0


Oats Sugar Pongal Recipe
,cashew nuts,2 tablespoons Cashew nuts - quartered,0,0
,yellow moong dal (split),1/2 cup Yellow Moong Dal (Split),0,0
,ghee,1 tablespoon Ghee,0,0
,jaggery,1/2 cup Jaggery,0,0
,cardamom powder (elaichi),1 teaspoon Cardamom Powder (Elaichi),0,0
,instant oats (oatmeal),1 cup Instant Oats (Oatmeal),0,0


Chatpata Lobia Chaat Recipe - Healthy Black Eyed Bean Snack
,tomato,2 Tomatoes - finely chopped,0,0
,salt,Salt - to taste,0,0
,amchur (dry mango powder),1/2 teaspoon Amchur (Dry Mango Powder),0,0
,chaat masala powder,2 teaspoons Chaat Masala Powder,0,0
,coriander (dhania) leaves,3 sprig Coriander (Dhania) Leaves - finely chopped,0,0
,onion,2 Onions - finely chopped,0,0
,lemon,1/2 tablespoon Lemon juice,0,0
,cucumber,1 Cucumber - finely chopped,0,0
,black eyed beans (lobia),2 cups Black Eyed Beans (Lobia) - soaked for 4 hours,0,0
,green chillies,3 Green Chillies - finely chopped,0,0


Indori Poha Recipe
,salt,Salt - to taste,0,0
,ginger,1/2 teaspoon Ginger - grated,0,0
,mustard seeds,1 teaspoon Mustard seeds,0,0
,poha (flattened rice),2-1/2 cup Poha (Flattened rice),0,0
,fennel seeds (saunf),1 teaspoon Fennel seeds (Saunf),0,0
,coriander (dhania) leaves,2 tablespoons Coriander (Dhania) Leaves - finely chopped,0,0
,red chilli powder,1/2 teaspoon Red Chilli powder,0,0
,curry leaves,7-8 Curry leaves,0,0
,sugar,1 tablespoon Sugar,0,0
,onion,1 Onion - chopped,0,0
,cumin seeds (jeera),1/2 teaspoon Cumin seeds (Jeera),0,0
,peanuts (moongphali),1 tablespoon Raw Peanuts (Moongphali),0,0
,pomegranate fruit kernels,1/4 cup Fresh Pomegranate Fruit Kernels,0,0
,turmeric powder,1/2 teaspoon Turmeric powder (Haldi),0,0
,green chillies,2 Green Chillies - finely chopped,0,0
,sunflower oil,2 tablespoons Sunflower Oil,0,0


Chocolate Chip Cookies With Coconut Recipe
,salt,1/4 tablespoon Salt,0,0
,baking powder,1 tablespoon Baking powder,0,0
,coconut,1 cup Dessicated Coconut,0,0
,baking soda,1/2 tablespoon Baking soda,0,0
,sugar,1/2 cup Brown Sugar (Demerara Sugar),0,0
,chocolate chips,1 cup Chocolate chips,0,0
,vanilla,1 tablespoon Vanilla Extract,0,0
,brown sugar (demerara sugar),1/2 cup Brown Sugar (Demerara Sugar),0,0
,eggs,2 Whole Eggs,0,0
,flour (maida),1-1/2 cup All Purpose Flour (Maida),0,0
,butter,3/4 cup Butter (unsalted) - softened at room temperature,0,0


Singhara Ato Chill Recipe (No Onion No Garlic Navratri Fasting / Fasting Recipe)
,salt,Rock Salt - or salt to taste,0,0
,cumin powder (jeera),2 teaspoon Cumin powder (Jeera),0,0
,singoda flour (water chestnut),3/4 cup Singoda Flour (Water Chestnut),0,0
,green chilli,1 Green Chilli - chopped,0,0
,coriander (dhania) leaves,1/2 tablespoon Coriander (Dhania) Leaves - finely chopped,0,0
,black pepper powder,2 teaspoon Black pepper powder - coarsely crushed,0,0
,ghee,Ghee - or oil for cooking,0,0
,oil,Ghee - or oil for cooking,0,0
,turmeric powder,1/2 teaspoon Turmeric powder (Haldi),0,0


Spiced Ghee Rice Recipe | Neychoru
,cashew nuts,4 Cashew nuts - broken,0,0
,basmati rice,1 cup Basmati rice - soaked in water for 20 minutes,0,0
,salt,Salt - as needed,0,0
,green chilli,2 Green Chilli - slit,0,0
,apricots,1 Apricots - chopped,0,0
,ghee,1 tablespoon Ghee,0,0
,fennel seeds (saunf),1 teaspoon Fennel seeds (Saunf),0,0
,bay leaf (tej patta),1 Bay leaf (tej patta),0,0
,cardamom (elaichi) podsseeds,,0,0
,raisins,2 Raisins,0,0
,water,1 cup Basmati rice - soaked in water for 20 minutes,0,0
,ginger garlic paste,1 tablespoon Ginger Garlic Paste,0,0
,onion,1 Onion - chopped (lengthwise preferably),0,0
,cloves (laung),3 Cloves (Laung),0,0
,star anise,1 Star anise,0,0


Maharashtrian Tandalachi Ukad Recipe - Rice Flour And Buttermilk Porridge
,salt,Salt - to taste,0,0
,ginger,1/2 inch Ginger - chopped,0,0
,green chilli,1 Green Chilli - chopped,0,0
,mustard seeds,1/2 teaspoon Mustard seeds,0,0
,asafoetida (hing),1 pinch Asafoetida (hing),0,0
,curry leaves,1 sprig Curry leaves,0,0
,buttermilk,1 1/2 cups Buttermilk,0,0
,rice flour,2 tablespoons Rice flour,0,0


Parmesan Corn Chili Fries Recipe
,salt,Salt - to taste,0,0
,vegetable stock water,,0,0
,sage,1 teaspoon Sage - (optional but recommended),0,0
,red chilli flakes,1 teaspoon Red Chilli flakes,0,0
,virgin olive oil,2 tablespoon Extra Virgin Olive Oil,0,0
,basil leaves dried,,0,0
,polenta,1 cup Polenta,0,0
,black pepper powder,Black pepper powder - to taste,0,0
,parmesan cheese,1/2 cup Parmesan cheese - grated,0,0
,butter,1/4 cup Butter,0,0


Dal Fara Recipe (Indian Stuffed Lentil Dumplings)
,wheat flour rice flour,,0,0
,salt,Salt - as required,0,0
,arhar dal (split toor dal),1 cup Arhar dal (Split Toor Dal) - optional,0,0
,coriander (dhania) leaves,Coriander (Dhania) Leaves - Few sprigs,0,0
,asafoetida (hing),Asafoetida (hing) - A Pinch,0,0
,red chilli powder,1 teaspoon Red Chilli powder,0,0
,cloves garlic,3 cloves Garlic,0,0
,curry leaves,10 Curry leaves,0,0
,white urad dal (split),4 cup White Urad Dal (Split),0,0
,cumin seeds (jeera),1/2 teaspoon Cumin seeds (Jeera),0,0
,green chillies paste,,0,0
,turmeric powder,1/3 teaspoon Turmeric powder (Haldi),0,0
,chana dal (bengal gram dal),1 cup Chana dal (Bengal Gram Dal),0,0
,garam masala powder,1/4 teaspoon Garam masala powder,0,0
,sunflower oil,Sunflower Oil - as required,0,0


Chinese Fried Rice Recipe With Chicken And Shredded Lettuce
,salt,Salt - as needed,0,0
,boneless chicken,1 cup Boneless chicken,0,0
,rice,2 cups Cooked rice,0,0
,soy sauce,2 teaspoons Soy sauce,0,0
,iceberg lettuce,3-4 Iceberg lettuce - shredded,0,0
,black pepper powder,1 teaspoon Black pepper powder - freshly crushed,0,0
,sunflower oil,1 tablespoon Sunflower Oil,0,0


Aval Payasam Recipe - Sweet Flattened Rice Payasam
,cashew nuts,1/4 cup Cashew nuts - halved,0,0
,ghee,1 teaspoon Ghee,0,0
,milk,1-1/2 liter Milk,0,0
,poha (flattened rice) aval,,0,0
,sugar,1/2 cup Sugar,0,0
,cardamom powder (elaichi),1/2 teaspoon Cardamom Powder (Elaichi),0,0
,cinnamon powder (dalchini),1 pinch Cinnamon Powder (Dalchini) - (optional),0,0


Spicy Tomato Rice - Tomato Pulihora Recipe
,tomato,3 Tomatoes,0,0
,salt,Salt - to taste,0,0
,green chilli,1 Green Chilli,0,0
,rice,2-1/2 cups Cooked rice,0,0
,mustard seeds,1/2 teaspoon Mustard seeds,0,0
,asafoetida (hing),1/2 teaspoon Asafoetida (hing),0,0
,dry red chilli,1 Dry Red Chilli,0,0
,cashew nuts peanuts,,0,0
,white urad dal (split),1 teaspoon White Urad Dal (Split),0,0
,cumin seeds (jeera),1/2 teaspoon Cumin seeds (Jeera),0,0
,chana dal (bengal gram dal),1 teaspoon Chana dal (Bengal Gram Dal),0,0
,bisi bele bhat spice powder,3 teaspoons Bisi Bele Bhat Spice Powder,0,0
,sunflower oil,1-1/2 tablespoons Sunflower Oil - or as needed,0,0


Punjabi Style Egg Curry Recipe
